Total Exited ,2037,,,,,,
Total Records,10000,,,,,,
Exit Ratio,20.37%,,,,,,
,,,,,,,
,,,,,,,
RowNumber,Exited,P_hat,Total Select,Total Select Percent,Random Select,Random Select Percent,Model Select
8363,0,0.044932834,9110,0.911,1855.707,0.911,2005
7130,0,0.044925888,9111,0.9111,1855.9107,0.9111,2005
3844,1,0.044923978,9112,0.9112,1856.1144,0.9112,2006
5212,0,0.044879453,9113,0.9113,1856.3181,0.9113,2006
9372,0,0.044877398,9114,0.9114,1856.5218,0.9114,2006
9419,0,0.044874971,9115,0.9115,1856.7255,0.9115,2006
6238,0,0.044857322,9116,0.9116,1856.9292,0.9116,2006
5165,0,0.04480522,9117,0.9117,1857.1329,0.9117,2006
6745,0,0.044791708,9118,0.9118,1857.3366,0.9118,2006
6870,1,0.044741507,9119,0.9119,1857.5403,0.9119,2007
1629,0,0.044715366,9120,0.912,1857.744,0.912,2007
7548,0,0.044713444,9121,0.9121,1857.9477,0.9121,2007
9320,0,0.044665188,9122,0.9122,1858.1514,0.9122,2007
4673,0,0.044660308,9123,0.9123,1858.3551,0.9123,2007
2825,0,0.044657626,9124,0.9124,1858.5588,0.9124,2007
5355,0,0.044571629,9125,0.9125,1858.7625,0.9125,2007
9543,0,0.044460256,9126,0.9126,1858.9662,0.9126,2007
4715,0,0.044445786,9127,0.9127,1859.1699,0.9127,2007
1309,0,0.044423561,9128,0.9128,1859.3736,0.9128,2007
2215,0,0.044417123,9129,0.9129,1859.5773,0.9129,2007
2231,0,0.044414489,9130,0.913,1859.781,0.913,2007
411,0,0.044411854,9131,0.9131,1859.9847,0.9131,2007
9705,0,0.044408153,9132,0.9132,1860.1884,0.9132,2007
6584,0,0.044373136,9133,0.9133,1860.3921,0.9133,2007
4776,0,0.044368601,9134,0.9134,1860.5958,0.9134,2007
3238,0,0.044366221,9135,0.9135,1860.7995,0.9135,2007
2031,0,0.044353189,9136,0.9136,1861.0032,0.9136,2007
7010,0,0.044315477,9137,0.9137,1861.2069,0.9137,2007
5969,0,0.044304983,9138,0.9138,1861.4106,0.9138,2007
2908,0,0.044293361,9139,0.9139,1861.6143,0.9139,2007
675,0,0.044282837,9140,0.914,1861.818,0.914,2007
1384,0,0.044267853,9141,0.9141,1862.0217,0.9141,2007
4252,0,0.044242515,9142,0.9142,1862.2254,0.9142,2007
9706,0,0.044219338,9143,0.9143,1862.4291,0.9143,2007
1347,0,0.044207893,9144,0.9144,1862.6328,0.9144,2007
7665,0,0.044203226,9145,0.9145,1862.8365,0.9145,2007
1149,0,0.044174371,9146,0.9146,1863.0402,0.9146,2007
1481,0,0.044169372,9147,0.9147,1863.2439,0.9147,2007
7715,0,0.044142346,9148,0.9148,1863.4476,0.9148,2007
8793,0,0.044138233,9149,0.9149,1863.6513,0.9149,2007
7201,0,0.044133545,9150,0.915,1863.855,0.915,2007
9797,0,0.044109788,9151,0.9151,1864.0587,0.9151,2007
267,0,0.044109769,9152,0.9152,1864.2624,0.9152,2007
5073,0,0.044104948,9153,0.9153,1864.4661,0.9153,2007
3053,0,0.04407161,9154,0.9154,1864.6698,0.9154,2007
5004,0,0.044009394,9155,0.9155,1864.8735,0.9155,2007
6750,0,0.043969887,9156,0.9156,1865.0772,0.9156,2007
9268,0,0.043964733,9157,0.9157,1865.2809,0.9157,2007
6614,0,0.043851156,9158,0.9158,1865.4846,0.9158,2007
8913,0,0.043829614,9159,0.9159,1865.6883,0.9159,2007
2020,0,0.04380723,9160,0.916,1865.892,0.916,2007
227,0,0.043801902,9161,0.9161,1866.0957,0.9161,2007
7417,0,0.043801821,9162,0.9162,1866.2994,0.9162,2007
1894,0,0.043726392,9163,0.9163,1866.5031,0.9163,2007
3929,0,0.043692951,9164,0.9164,1866.7068,0.9164,2007
3537,0,0.043687377,9165,0.9165,1866.9105,0.9165,2007
927,0,0.043682852,9166,0.9166,1867.1142,0.9166,2007
2802,0,0.043647039,9167,0.9167,1867.3179,0.9167,2007
5524,0,0.043611603,9168,0.9168,1867.5216,0.9168,2007
146,0,0.043573157,9169,0.9169,1867.7253,0.9169,2007
5573,0,0.043535192,9170,0.917,1867.929,0.917,2007
1828,1,0.043511051,9171,0.9171,1868.1327,0.9171,2008
3637,0,0.043484378,9172,0.9172,1868.3364,0.9172,2008
7909,0,0.043476749,9173,0.9173,1868.5401,0.9173,2008
5580,0,0.043347318,9174,0.9174,1868.7438,0.9174,2008
8334,0,0.043297039,9175,0.9175,1868.9475,0.9175,2008
2328,0,0.043248433,9176,0.9176,1869.1512,0.9176,2008
3229,0,0.04323482,9177,0.9177,1869.3549,0.9177,2008
7496,0,0.043204593,9178,0.9178,1869.5586,0.9178,2008
909,0,0.043191303,9179,0.9179,1869.7623,0.9179,2008
699,0,0.043189061,9180,0.918,1869.966,0.918,2008
1191,0,0.043172412,9181,0.9181,1870.1697,0.9181,2008
7660,0,0.043111685,9182,0.9182,1870.3734,0.9182,2008
3750,0,0.043067838,9183,0.9183,1870.5771,0.9183,2008
2499,0,0.043035468,9184,0.9184,1870.7808,0.9184,2008
8140,0,0.043035013,9185,0.9185,1870.9845,0.9185,2008
3607,0,0.043033925,9186,0.9186,1871.1882,0.9186,2008
1904,0,0.043022042,9187,0.9187,1871.3919,0.9187,2008
1687,0,0.043005717,9188,0.9188,1871.5956,0.9188,2008
5825,1,0.042986805,9189,0.9189,1871.7993,0.9189,2009
3040,0,0.042960007,9190,0.919,1872.003,0.919,2009
5801,0,0.042936126,9191,0.9191,1872.2067,0.9191,2009
5882,0,0.042873412,9192,0.9192,1872.4104,0.9192,2009
9718,0,0.042865377,9193,0.9193,1872.6141,0.9193,2009
1295,0,0.042860958,9194,0.9194,1872.8178,0.9194,2009
3017,0,0.042860932,9195,0.9195,1873.0215,0.9195,2009
9242,0,0.042860244,9196,0.9196,1873.2252,0.9196,2009
6064,0,0.042841841,9197,0.9197,1873.4289,0.9197,2009
8638,0,0.042832225,9198,0.9198,1873.6326,0.9198,2009
3771,0,0.042827038,9199,0.9199,1873.8363,0.9199,2009
3985,0,0.042804224,9200,0.92,1874.04,0.92,2009
1846,1,0.042775252,9201,0.9201,1874.2437,0.9201,2010
2747,0,0.042767827,9202,0.9202,1874.4474,0.9202,2010
4903,0,0.042761897,9203,0.9203,1874.6511,0.9203,2010
5931,0,0.042743514,9204,0.9204,1874.8548,0.9204,2010
7445,0,0.042739946,9205,0.9205,1875.0585,0.9205,2010
6325,1,0.042724995,9206,0.9206,1875.2622,0.9206,2011
8600,0,0.042684678,9207,0.9207,1875.4659,0.9207,2011
99,0,0.04268061,9208,0.9208,1875.6696,0.9208,2011
8550,0,0.0426756,9209,0.9209,1875.8733,0.9209,2011
9364,0,0.04265711,9210,0.921,1876.077,0.921,2011
3213,1,0.042632132,9211,0.9211,1876.2807,0.9211,2012
2204,0,0.042622487,9212,0.9212,1876.4844,0.9212,2012
6481,0,0.042608856,9213,0.9213,1876.6881,0.9213,2012
7717,0,0.042584618,9214,0.9214,1876.8918,0.9214,2012
5263,0,0.042579502,9215,0.9215,1877.0955,0.9215,2012
6447,0,0.042573523,9216,0.9216,1877.2992,0.9216,2012
6297,0,0.04257256,9217,0.9217,1877.5029,0.9217,2012
5388,0,0.042513865,9218,0.9218,1877.7066,0.9218,2012
4040,0,0.042483181,9219,0.9219,1877.9103,0.9219,2012
5535,0,0.04246148,9220,0.922,1878.114,0.922,2012
2962,0,0.042460597,9221,0.9221,1878.3177,0.9221,2012
4610,0,0.042448146,9222,0.9222,1878.5214,0.9222,2012
5153,0,0.042435911,9223,0.9223,1878.7251,0.9223,2012
3990,0,0.042435841,9224,0.9224,1878.9288,0.9224,2012
3917,0,0.042417238,9225,0.9225,1879.1325,0.9225,2012
7511,0,0.042402,9226,0.9226,1879.3362,0.9226,2012
3032,0,0.042393866,9227,0.9227,1879.5399,0.9227,2012
1532,0,0.042390196,9228,0.9228,1879.7436,0.9228,2012
9223,0,0.042351966,9229,0.9229,1879.9473,0.9229,2012
6418,0,0.042347567,9230,0.923,1880.151,0.923,2012
5375,0,0.042341386,9231,0.9231,1880.3547,0.9231,2012
4777,0,0.042333085,9232,0.9232,1880.5584,0.9232,2012
7251,0,0.042280751,9233,0.9233,1880.7621,0.9233,2012
9927,0,0.042265199,9234,0.9234,1880.9658,0.9234,2012
1890,0,0.042237649,9235,0.9235,1881.1695,0.9235,2012
1294,0,0.042210571,9236,0.9236,1881.3732,0.9236,2012
7230,0,0.042162266,9237,0.9237,1881.5769,0.9237,2012
1298,0,0.042144246,9238,0.9238,1881.7806,0.9238,2012
5962,0,0.042125333,9239,0.9239,1881.9843,0.9239,2012
989,0,0.042097196,9240,0.924,1882.188,0.924,2012
3045,0,0.042091248,9241,0.9241,1882.3917,0.9241,2012
2068,0,0.042075566,9242,0.9242,1882.5954,0.9242,2012
8570,0,0.042068031,9243,0.9243,1882.7991,0.9243,2012
8224,0,0.042050789,9244,0.9244,1883.0028,0.9244,2012
8452,0,0.04202083,9245,0.9245,1883.2065,0.9245,2012
6120,0,0.041993535,9246,0.9246,1883.4102,0.9246,2012
4568,0,0.041992027,9247,0.9247,1883.6139,0.9247,2012
5628,0,0.041983667,9248,0.9248,1883.8176,0.9248,2012
935,0,0.041982732,9249,0.9249,1884.0213,0.9249,2012
9007,0,0.041982459,9250,0.925,1884.225,0.925,2012
2073,0,0.041976912,9251,0.9251,1884.4287,0.9251,2012
5177,0,0.041975685,9252,0.9252,1884.6324,0.9252,2012
5470,0,0.04195471,9253,0.9253,1884.8361,0.9253,2012
8733,0,0.041944771,9254,0.9254,1885.0398,0.9254,2012
5921,0,0.041921083,9255,0.9255,1885.2435,0.9255,2012
9924,0,0.041917659,9256,0.9256,1885.4472,0.9256,2012
5070,0,0.041901735,9257,0.9257,1885.6509,0.9257,2012
1249,0,0.041888647,9258,0.9258,1885.8546,0.9258,2012
9332,0,0.041874232,9259,0.9259,1886.0583,0.9259,2012
2709,0,0.041830759,9260,0.926,1886.262,0.926,2012
8029,0,0.041801982,9261,0.9261,1886.4657,0.9261,2012
6483,0,0.041801591,9262,0.9262,1886.6694,0.9262,2012
9942,0,0.041757176,9263,0.9263,1886.8731,0.9263,2012
265,0,0.041728141,9264,0.9264,1887.0768,0.9264,2012
150,0,0.041719388,9265,0.9265,1887.2805,0.9265,2012
1485,0,0.041718798,9266,0.9266,1887.4842,0.9266,2012
9605,0,0.041682769,9267,0.9267,1887.6879,0.9267,2012
1242,0,0.041666227,9268,0.9268,1887.8916,0.9268,2012
7083,0,0.041611266,9269,0.9269,1888.0953,0.9269,2012
3978,0,0.041559215,9270,0.927,1888.299,0.927,2012
3106,1,0.041550604,9271,0.9271,1888.5027,0.9271,2013
7581,1,0.041545096,9272,0.9272,1888.7064,0.9272,2014
2164,0,0.04152556,9273,0.9273,1888.9101,0.9273,2014
5267,0,0.04150727,9274,0.9274,1889.1138,0.9274,2014
6762,0,0.041479215,9275,0.9275,1889.3175,0.9275,2014
6855,0,0.041476906,9276,0.9276,1889.5212,0.9276,2014
6624,0,0.041393685,9277,0.9277,1889.7249,0.9277,2014
2397,0,0.041386188,9278,0.9278,1889.9286,0.9278,2014
7771,0,0.04133791,9279,0.9279,1890.1323,0.9279,2014
7413,0,0.041314661,9280,0.928,1890.336,0.928,2014
480,0,0.041272385,9281,0.9281,1890.5397,0.9281,2014
4572,0,0.041269077,9282,0.9282,1890.7434,0.9282,2014
1135,0,0.041261256,9283,0.9283,1890.9471,0.9283,2014
758,0,0.041257532,9284,0.9284,1891.1508,0.9284,2014
8661,0,0.041236842,9285,0.9285,1891.3545,0.9285,2014
248,0,0.041236512,9286,0.9286,1891.5582,0.9286,2014
4853,0,0.041220099,9287,0.9287,1891.7619,0.9287,2014
1395,0,0.04120083,9288,0.9288,1891.9656,0.9288,2014
6661,0,0.041179409,9289,0.9289,1892.1693,0.9289,2014
7898,0,0.041167516,9290,0.929,1892.373,0.929,2014
8817,0,0.041157549,9291,0.9291,1892.5767,0.9291,2014
7206,0,0.041149659,9292,0.9292,1892.7804,0.9292,2014
1134,0,0.041135164,9293,0.9293,1892.9841,0.9293,2014
3991,0,0.041122703,9294,0.9294,1893.1878,0.9294,2014
6341,0,0.041078195,9295,0.9295,1893.3915,0.9295,2014
8049,0,0.041057536,9296,0.9296,1893.5952,0.9296,2014
1217,0,0.041045029,9297,0.9297,1893.7989,0.9297,2014
9384,0,0.041006959,9298,0.9298,1894.0026,0.9298,2014
39,0,0.040989729,9299,0.9299,1894.2063,0.9299,2014
2636,0,0.040972398,9300,0.93,1894.41,0.93,2014
201,0,0.040946715,9301,0.9301,1894.6137,0.9301,2014
1553,0,0.04088,9302,0.9302,1894.8174,0.9302,2014
2766,0,0.04086109,9303,0.9303,1895.0211,0.9303,2014
4174,0,0.040752421,9304,0.9304,1895.2248,0.9304,2014
5596,0,0.040715044,9305,0.9305,1895.4285,0.9305,2014
4921,0,0.040695557,9306,0.9306,1895.6322,0.9306,2014
7469,0,0.040692229,9307,0.9307,1895.8359,0.9307,2014
7423,0,0.040631879,9308,0.9308,1896.0396,0.9308,2014
9330,0,0.04060947,9309,0.9309,1896.2433,0.9309,2014
4559,0,0.04056365,9310,0.931,1896.447,0.931,2014
5937,1,0.040513361,9311,0.9311,1896.6507,0.9311,2015
5881,0,0.040510981,9312,0.9312,1896.8544,0.9312,2015
9088,0,0.040505961,9313,0.9313,1897.0581,0.9313,2015
9540,1,0.040504178,9314,0.9314,1897.2618,0.9314,2016
4516,0,0.040435673,9315,0.9315,1897.4655,0.9315,2016
6456,0,0.040410512,9316,0.9316,1897.6692,0.9316,2016
2281,0,0.040389183,9317,0.9317,1897.8729,0.9317,2016
3162,0,0.040379368,9318,0.9318,1898.0766,0.9318,2016
743,0,0.040335206,9319,0.9319,1898.2803,0.9319,2016
3076,0,0.040330475,9320,0.932,1898.484,0.932,2016
1034,0,0.040328353,9321,0.9321,1898.6877,0.9321,2016
6474,0,0.040318905,9322,0.9322,1898.8914,0.9322,2016
2712,0,0.040288779,9323,0.9323,1899.0951,0.9323,2016
7911,0,0.040256307,9324,0.9324,1899.2988,0.9324,2016
9421,0,0.040238146,9325,0.9325,1899.5025,0.9325,2016
5277,0,0.040236568,9326,0.9326,1899.7062,0.9326,2016
9988,0,0.040235481,9327,0.9327,1899.9099,0.9327,2016
9340,0,0.04020035,9328,0.9328,1900.1136,0.9328,2016
7997,0,0.040199887,9329,0.9329,1900.3173,0.9329,2016
3719,0,0.040179966,9330,0.933,1900.521,0.933,2016
4272,0,0.040156595,9331,0.9331,1900.7247,0.9331,2016
1990,0,0.040150239,9332,0.9332,1900.9284,0.9332,2016
8882,0,0.040149254,9333,0.9333,1901.1321,0.9333,2016
8025,0,0.040130381,9334,0.9334,1901.3358,0.9334,2016
35,0,0.040123627,9335,0.9335,1901.5395,0.9335,2016
9101,0,0.040099086,9336,0.9336,1901.7432,0.9336,2016
3970,1,0.040068592,9337,0.9337,1901.9469,0.9337,2017
6759,0,0.040067502,9338,0.9338,1902.1506,0.9338,2017
2941,0,0.040057619,9339,0.9339,1902.3543,0.9339,2017
5067,0,0.0400387,9340,0.934,1902.558,0.934,2017
3476,0,0.039997679,9341,0.9341,1902.7617,0.9341,2017
9746,0,0.039987973,9342,0.9342,1902.9654,0.9342,2017
7027,0,0.039978007,9343,0.9343,1903.1691,0.9343,2017
2609,0,0.03995565,9344,0.9344,1903.3728,0.9344,2017
4370,0,0.039939403,9345,0.9345,1903.5765,0.9345,2017
1283,0,0.039838618,9346,0.9346,1903.7802,0.9346,2017
6197,0,0.039803585,9347,0.9347,1903.9839,0.9347,2017
9680,0,0.039786868,9348,0.9348,1904.1876,0.9348,2017
2002,0,0.039783446,9349,0.9349,1904.3913,0.9349,2017
7848,0,0.039782316,9350,0.935,1904.595,0.935,2017
1879,0,0.039774885,9351,0.9351,1904.7987,0.9351,2017
655,0,0.039735059,9352,0.9352,1905.0024,0.9352,2017
576,0,0.039715286,9353,0.9353,1905.2061,0.9353,2017
7000,1,0.039700524,9354,0.9354,1905.4098,0.9354,2018
8190,0,0.039679907,9355,0.9355,1905.6135,0.9355,2018
609,0,0.039673415,9356,0.9356,1905.8172,0.9356,2018
2694,0,0.039671595,9357,0.9357,1906.0209,0.9357,2018
7589,0,0.039642572,9358,0.9358,1906.2246,0.9358,2018
4205,0,0.039636801,9359,0.9359,1906.4283,0.9359,2018
9631,0,0.039602742,9360,0.936,1906.632,0.936,2018
1404,0,0.03958311,9361,0.9361,1906.8357,0.9361,2018
8783,0,0.039537008,9362,0.9362,1907.0394,0.9362,2018
9458,0,0.039521169,9363,0.9363,1907.2431,0.9363,2018
470,0,0.039495317,9364,0.9364,1907.4468,0.9364,2018
6984,0,0.039493822,9365,0.9365,1907.6505,0.9365,2018
5444,0,0.03947354,9366,0.9366,1907.8542,0.9366,2018
161,0,0.039469963,9367,0.9367,1908.0579,0.9367,2018
5394,0,0.039461939,9368,0.9368,1908.2616,0.9368,2018
8200,0,0.039461538,9369,0.9369,1908.4653,0.9369,2018
1265,0,0.039455078,9370,0.937,1908.669,0.937,2018
234,0,0.039451621,9371,0.9371,1908.8727,0.9371,2018
6372,0,0.039400271,9372,0.9372,1909.0764,0.9372,2018
8207,0,0.03936123,9373,0.9373,1909.2801,0.9373,2018
8358,0,0.039350709,9374,0.9374,1909.4838,0.9374,2018
4723,0,0.039326958,9375,0.9375,1909.6875,0.9375,2018
7724,0,0.039276048,9376,0.9376,1909.8912,0.9376,2018
6239,0,0.039246818,9377,0.9377,1910.0949,0.9377,2018
5488,0,0.039230498,9378,0.9378,1910.2986,0.9378,2018
694,0,0.03913221,9379,0.9379,1910.5023,0.9379,2018
4701,0,0.03912799,9380,0.938,1910.706,0.938,2018
8122,0,0.039075795,9381,0.9381,1910.9097,0.9381,2018
1538,0,0.039037709,9382,0.9382,1911.1134,0.9382,2018
6129,0,0.039013232,9383,0.9383,1911.3171,0.9383,2018
8897,0,0.038996576,9384,0.9384,1911.5208,0.9384,2018
8736,0,0.038995396,9385,0.9385,1911.7245,0.9385,2018
4952,0,0.038988101,9386,0.9386,1911.9282,0.9386,2018
9738,0,0.038962562,9387,0.9387,1912.1319,0.9387,2018
5197,0,0.038961023,9388,0.9388,1912.3356,0.9388,2018
7022,0,0.038959118,9389,0.9389,1912.5393,0.9389,2018
5593,0,0.038934297,9390,0.939,1912.743,0.939,2018
8833,0,0.038897323,9391,0.9391,1912.9467,0.9391,2018
5002,0,0.038872102,9392,0.9392,1913.1504,0.9392,2018
4860,0,0.038849919,9393,0.9393,1913.3541,0.9393,2018
4440,0,0.038829627,9394,0.9394,1913.5578,0.9394,2018
7865,0,0.038815199,9395,0.9395,1913.7615,0.9395,2018
2188,0,0.038721671,9396,0.9396,1913.9652,0.9396,2018
3292,0,0.038714994,9397,0.9397,1914.1689,0.9397,2018
5348,1,0.038706291,9398,0.9398,1914.3726,0.9398,2019
7862,0,0.038596291,9399,0.9399,1914.5763,0.9399,2019
4771,0,0.038545498,9400,0.94,1914.78,0.94,2019
4615,0,0.038543876,9401,0.9401,1914.9837,0.9401,2019
5852,0,0.038525952,9402,0.9402,1915.1874,0.9402,2019
9843,0,0.038505424,9403,0.9403,1915.3911,0.9403,2019
5230,0,0.038492738,9404,0.9404,1915.5948,0.9404,2019
7111,0,0.038476367,9405,0.9405,1915.7985,0.9405,2019
5828,0,0.03845456,9406,0.9406,1916.0022,0.9406,2019
8759,0,0.038444836,9407,0.9407,1916.2059,0.9407,2019
5380,0,0.038406651,9408,0.9408,1916.4096,0.9408,2019
578,0,0.038405567,9409,0.9409,1916.6133,0.9409,2019
2017,0,0.038392204,9410,0.941,1916.817,0.941,2019
6607,0,0.038387654,9411,0.9411,1917.0207,0.9411,2019
7452,0,0.038372569,9412,0.9412,1917.2244,0.9412,2019
8120,1,0.038341268,9413,0.9413,1917.4281,0.9413,2020
1181,0,0.038328225,9414,0.9414,1917.6318,0.9414,2020
5637,0,0.038326464,9415,0.9415,1917.8355,0.9415,2020
3801,0,0.038319493,9416,0.9416,1918.0392,0.9416,2020
2935,1,0.038318532,9417,0.9417,1918.2429,0.9417,2021
9303,0,0.038283474,9418,0.9418,1918.4466,0.9418,2021
2985,0,0.038205798,9419,0.9419,1918.6503,0.9419,2021
9816,0,0.03816614,9420,0.942,1918.854,0.942,2021
4213,0,0.038164714,9421,0.9421,1919.0577,0.9421,2021
457,0,0.038122967,9422,0.9422,1919.2614,0.9422,2021
8527,0,0.038057383,9423,0.9423,1919.4651,0.9423,2021
7618,0,0.038026206,9424,0.9424,1919.6688,0.9424,2021
7613,0,0.038013695,9425,0.9425,1919.8725,0.9425,2021
8034,0,0.037989303,9426,0.9426,1920.0762,0.9426,2021
7971,0,0.037984045,9427,0.9427,1920.2799,0.9427,2021
3202,0,0.037977547,9428,0.9428,1920.4836,0.9428,2021
3951,0,0.037958349,9429,0.9429,1920.6873,0.9429,2021
7169,0,0.037902964,9430,0.943,1920.891,0.943,2021
2166,0,0.037804647,9431,0.9431,1921.0947,0.9431,2021
2895,0,0.037794779,9432,0.9432,1921.2984,0.9432,2021
6150,0,0.03778471,9433,0.9433,1921.5021,0.9433,2021
4418,0,0.037775864,9434,0.9434,1921.7058,0.9434,2021
8033,0,0.03777316,9435,0.9435,1921.9095,0.9435,2021
3678,0,0.037746904,9436,0.9436,1922.1132,0.9436,2021
3023,0,0.037744111,9437,0.9437,1922.3169,0.9437,2021
2492,0,0.037717874,9438,0.9438,1922.5206,0.9438,2021
8836,0,0.037716321,9439,0.9439,1922.7243,0.9439,2021
6371,0,0.037710616,9440,0.944,1922.928,0.944,2021
7379,0,0.037709739,9441,0.9441,1923.1317,0.9441,2021
5989,0,0.037656724,9442,0.9442,1923.3354,0.9442,2021
9407,0,0.037631985,9443,0.9443,1923.5391,0.9443,2021
4587,0,0.037631221,9444,0.9444,1923.7428,0.9444,2021
9669,0,0.03762769,9445,0.9445,1923.9465,0.9445,2021
8160,0,0.037626937,9446,0.9446,1924.1502,0.9446,2021
7915,0,0.037615061,9447,0.9447,1924.3539,0.9447,2021
9151,0,0.037548658,9448,0.9448,1924.5576,0.9448,2021
2684,0,0.037461253,9449,0.9449,1924.7613,0.9449,2021
7595,0,0.037449588,9450,0.945,1924.965,0.945,2021
2644,0,0.037440043,9451,0.9451,1925.1687,0.9451,2021
9461,0,0.037372937,9452,0.9452,1925.3724,0.9452,2021
6936,0,0.037369501,9453,0.9453,1925.5761,0.9453,2021
3967,0,0.037362927,9454,0.9454,1925.7798,0.9454,2021
7904,0,0.037342696,9455,0.9455,1925.9835,0.9455,2021
8404,0,0.037311349,9456,0.9456,1926.1872,0.9456,2021
9410,0,0.037269983,9457,0.9457,1926.3909,0.9457,2021
9359,0,0.037238994,9458,0.9458,1926.5946,0.9458,2021
7344,0,0.037211612,9459,0.9459,1926.7983,0.9459,2021
3701,0,0.037112482,9460,0.946,1927.002,0.946,2021
6732,0,0.037097437,9461,0.9461,1927.2057,0.9461,2021
6363,0,0.036981896,9462,0.9462,1927.4094,0.9462,2021
9380,0,0.036967251,9463,0.9463,1927.6131,0.9463,2021
10,0,0.036933178,9464,0.9464,1927.8168,0.9464,2021
2372,0,0.036925245,9465,0.9465,1928.0205,0.9465,2021
4050,0,0.036920858,9466,0.9466,1928.2242,0.9466,2021
4433,0,0.036848936,9467,0.9467,1928.4279,0.9467,2021
819,0,0.03684859,9468,0.9468,1928.6316,0.9468,2021
3529,0,0.036797458,9469,0.9469,1928.8353,0.9469,2021
8385,0,0.036781634,9470,0.947,1929.039,0.947,2021
2319,0,0.036754644,9471,0.9471,1929.2427,0.9471,2021
5418,0,0.036751557,9472,0.9472,1929.4464,0.9472,2021
3679,0,0.036749369,9473,0.9473,1929.6501,0.9473,2021
7778,0,0.036747174,9474,0.9474,1929.8538,0.9474,2021
9828,0,0.036740607,9475,0.9475,1930.0575,0.9475,2021
5424,0,0.036735535,9476,0.9476,1930.2612,0.9476,2021
142,0,0.036731054,9477,0.9477,1930.4649,0.9477,2021
9502,0,0.036705591,9478,0.9478,1930.6686,0.9478,2021
8555,1,0.036702726,9479,0.9479,1930.8723,0.9479,2022
7570,0,0.036679559,9480,0.948,1931.076,0.948,2022
7936,0,0.036656408,9481,0.9481,1931.2797,0.9481,2022
6008,0,0.036583727,9482,0.9482,1931.4834,0.9482,2022
8493,0,0.036576231,9483,0.9483,1931.6871,0.9483,2022
5218,0,0.036522447,9484,0.9484,1931.8908,0.9484,2022
2490,0,0.036442744,9485,0.9485,1932.0945,0.9485,2022
7299,0,0.036434788,9486,0.9486,1932.2982,0.9486,2022
4103,0,0.036432757,9487,0.9487,1932.5019,0.9487,2022
2044,0,0.036423282,9488,0.9488,1932.7056,0.9488,2022
9331,0,0.036396838,9489,0.9489,1932.9093,0.9489,2022
5597,1,0.036393536,9490,0.949,1933.113,0.949,2023
7306,0,0.036391626,9491,0.9491,1933.3167,0.9491,2023
1557,0,0.036365166,9492,0.9492,1933.5204,0.9492,2023
3831,0,0.036365166,9493,0.9493,1933.7241,0.9493,2023
8092,0,0.036349516,9494,0.9494,1933.9278,0.9494,2023
8315,0,0.036325606,9495,0.9495,1934.1315,0.9495,2023
3852,0,0.036300589,9496,0.9496,1934.3352,0.9496,2023
8426,0,0.036299942,9497,0.9497,1934.5389,0.9497,2023
2942,0,0.036260167,9498,0.9498,1934.7426,0.9498,2023
5139,0,0.036193492,9499,0.9499,1934.9463,0.9499,2023
773,0,0.036170006,9500,0.95,1935.15,0.95,2023
300,0,0.036148151,9501,0.9501,1935.3537,0.9501,2023
5229,0,0.036083809,9502,0.9502,1935.5574,0.9502,2023
2672,0,0.036060277,9503,0.9503,1935.7611,0.9503,2023
3316,0,0.036046853,9504,0.9504,1935.9648,0.9504,2023
9527,0,0.036007535,9505,0.9505,1936.1685,0.9505,2023
2588,0,0.035993573,9506,0.9506,1936.3722,0.9506,2023
1812,0,0.035972677,9507,0.9507,1936.5759,0.9507,2023
6505,0,0.035971242,9508,0.9508,1936.7796,0.9508,2023
7723,0,0.035903663,9509,0.9509,1936.9833,0.9509,2023
7756,0,0.035892046,9510,0.951,1937.187,0.951,2023
501,0,0.035864033,9511,0.9511,1937.3907,0.9511,2023
3938,0,0.035843498,9512,0.9512,1937.5944,0.9512,2023
2250,0,0.035825065,9513,0.9513,1937.7981,0.9513,2023
4114,0,0.035762859,9514,0.9514,1938.0018,0.9514,2023
4180,0,0.035717702,9515,0.9515,1938.2055,0.9515,2023
8797,0,0.035624843,9516,0.9516,1938.4092,0.9516,2023
5144,1,0.035612814,9517,0.9517,1938.6129,0.9517,2024
3210,0,0.03550973,9518,0.9518,1938.8166,0.9518,2024
7493,1,0.035500542,9519,0.9519,1939.0203,0.9519,2025
1611,0,0.035407892,9520,0.952,1939.224,0.952,2025
1362,0,0.035331169,9521,0.9521,1939.4277,0.9521,2025
9366,0,0.035293141,9522,0.9522,1939.6314,0.9522,2025
2448,0,0.035277728,9523,0.9523,1939.8351,0.9523,2025
9506,0,0.035267765,9524,0.9524,1940.0388,0.9524,2025
6668,0,0.035248807,9525,0.9525,1940.2425,0.9525,2025
2464,0,0.035240619,9526,0.9526,1940.4462,0.9526,2025
7457,0,0.035240199,9527,0.9527,1940.6499,0.9527,2025
9642,0,0.035231726,9528,0.9528,1940.8536,0.9528,2025
240,0,0.035183504,9529,0.9529,1941.0573,0.9529,2025
8534,0,0.035175092,9530,0.953,1941.261,0.953,2025
6414,0,0.035164129,9531,0.9531,1941.4647,0.9531,2025
6350,0,0.035154166,9532,0.9532,1941.6684,0.9532,2025
1860,0,0.035140085,9533,0.9533,1941.8721,0.9533,2025
9498,0,0.035135293,9534,0.9534,1942.0758,0.9534,2025
